;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
1078;414;Kuwait;2010;Tourist/visitor arrivals (thousands);VF;;5208;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;5208
1079;414;Kuwait;2015;Tourist/visitor arrivals (thousands);VF;;6941;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6941
1080;414;Kuwait;2016;Tourist/visitor arrivals (thousands);VF;;7055;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7055
1081;414;Kuwait;1995;Tourism expenditure (millions of US dollars);;;307;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;307;
1082;414;Kuwait;2005;Tourism expenditure (millions of US dollars);;;413;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;413;
1083;414;Kuwait;2010;Tourism expenditure (millions of US dollars);;;574;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;574;
1084;414;Kuwait;2015;Tourism expenditure (millions of US dollars);;;931;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;931;
1085;414;Kuwait;2016;Tourism expenditure (millions of US dollars);;;831;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;831;
1086;414;Kuwait;2017;Tourism expenditure (millions of US dollars);;;643;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;643;
1087;417;Kyrgyzstan;2010;Tourist/visitor arrivals (thousands);VF;;1224;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1224
1088;417;Kyrgyzstan;2015;Tourist/visitor arrivals (thousands);VF;;4000;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4000
1089;417;Kyrgyzstan;2016;Tourist/visitor arrivals (thousands);VF;;3853;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3853
1090;417;Kyrgyzstan;2017;Tourist/visitor arrivals (thousands);VF;;4568;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4568
1091;417;Kyrgyzstan;2005;Tourism expenditure (millions of US dollars);;;94;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;94;
1092;417;Kyrgyzstan;2010;Tourism expenditure (millions of US dollars);;;212;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;212;
1093;417;Kyrgyzstan;2015;Tourism expenditure (millions of US dollars);;;482;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;482;
1094;417;Kyrgyzstan;2016;Tourism expenditure (millions of US dollars);;;477;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;477;
1095;417;Kyrgyzstan;2017;Tourism expenditure (millions of US dollars);;;480;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;480;
1096;418;Lao People's Dem. Rep.;1995;Tourist/visitor arrivals (thousands);TF;;60;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;60
1097;418;Lao People's Dem. Rep.;2005;Tourist/visitor arrivals (thousands);TF;;672;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;672
1098;418;Lao People's Dem. Rep.;2010;Tourist/visitor arrivals (thousands);TF;;1670;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1670
1099;418;Lao People's Dem. Rep.;2015;Tourist/visitor arrivals (thousands);TF;;3543;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3543
1100;418;Lao People's Dem. Rep.;2016;Tourist/visitor arrivals (thousands);TF;;3315;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3315
1101;418;Lao People's Dem. Rep.;2017;Tourist/visitor arrivals (thousands);TF;;3257;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3257
1102;418;Lao People's Dem. Rep.;1995;Tourism expenditure (millions of US dollars);;;52;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;52;
1103;418;Lao People's Dem. Rep.;2005;Tourism expenditure (millions of US dollars);;;143;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;143;
1104;418;Lao People's Dem. Rep.;2010;Tourism expenditure (millions of US dollars);;;385;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;385;
1105;418;Lao People's Dem. Rep.;2015;Tourism expenditure (millions of US dollars);;;725;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;725;
1106;418;Lao People's Dem. Rep.;2016;Tourism expenditure (millions of US dollars);;;717;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;717;
1107;418;Lao People's Dem. Rep.;2017;Tourism expenditure (millions of US dollars);;;768;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;768;
1108;428;Latvia;1995;Tourist/visitor arrivals (thousands);TF;;539;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;539
1109;428;Latvia;2005;Tourist/visitor arrivals (thousands);TF;;1116;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1116
1110;428;Latvia;2010;Tourist/visitor arrivals (thousands);TF;;1373;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1373
1111;428;Latvia;2015;Tourist/visitor arrivals (thousands);TF;;2024;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2024
1112;428;Latvia;2016;Tourist/visitor arrivals (thousands);TF;;1793;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1793
1113;428;Latvia;2017;Tourist/visitor arrivals (thousands);TF;;1949;Non-resident departures. Survey of persons crossing the state border.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1949
1114;428;Latvia;1995;Tourism expenditure (millions of US dollars);;;37;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;37;
1115;428;Latvia;2005;Tourism expenditure (millions of US dollars);;;446;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;446;
1116;428;Latvia;2015;Tourism expenditure (millions of US dollars);;;1279;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1279;
1117;428;Latvia;2016;Tourism expenditure (millions of US dollars);;;1282;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1282;
1118;428;Latvia;2017;Tourism expenditure (millions of US dollars);;;1082;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1082;
1119;422;Lebanon;1995;Tourist/visitor arrivals (thousands);TF;;450;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;450
1120;422;Lebanon;2005;Tourist/visitor arrivals (thousands);TF;;1140;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1140
1121;422;Lebanon;2010;Tourist/visitor arrivals (thousands);TF;;2168;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2168
1122;422;Lebanon;2015;Tourist/visitor arrivals (thousands);TF;;1518;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1518
1123;422;Lebanon;2016;Tourist/visitor arrivals (thousands);TF;;1688;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1688
1124;422;Lebanon;2017;Tourist/visitor arrivals (thousands);TF;;1857;Excluding the Lebanon, Syria and Palestine nationalities.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1857
1125;422;Lebanon;1995;Tourism expenditure (millions of US dollars);;;710;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;710;
1126;422;Lebanon;2005;Tourism expenditure (millions of US dollars);;;5969;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5969;
1127;422;Lebanon;2010;Tourism expenditure (millions of US dollars);;;8026;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;8026;
1128;422;Lebanon;2015;Tourism expenditure (millions of US dollars);;;7087;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;7087;
1129;422;Lebanon;2016;Tourism expenditure (millions of US dollars);;;7373;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;7373;
1130;422;Lebanon;2017;Tourism expenditure (millions of US dollars);;;8087;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;8087;
1131;426;Lesotho;1995;Tourist/visitor arrivals (thousands);VF;;209;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;209
1132;426;Lesotho;2005;Tourist/visitor arrivals (thousands);VF;;304;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;304
1133;426;Lesotho;2010;Tourist/visitor arrivals (thousands);VF;;426;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;426
1134;426;Lesotho;2015;Tourist/visitor arrivals (thousands);VF;;1082;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1082
1135;426;Lesotho;2016;Tourist/visitor arrivals (thousands);VF;;1196;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1196
1136;426;Lesotho;2017;Tourist/visitor arrivals (thousands);VF;;1137;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1137
1137;426;Lesotho;1995;Tourism expenditure (millions of US dollars);;;29;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;29;
1138;426;Lesotho;2005;Tourism expenditure (millions of US dollars);;;27;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;27;
1139;426;Lesotho;2010;Tourism expenditure (millions of US dollars);;;23;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;23;
1140;426;Lesotho;2015;Tourism expenditure (millions of US dollars);;;34;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;34;
1141;426;Lesotho;2016;Tourism expenditure (millions of US dollars);;;48;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;48;
1142;426;Lesotho;2017;Tourism expenditure (millions of US dollars);;;23;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;23;
1143;430;Liberia;2005;Tourism expenditure (millions of US dollars);;;67;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;67;
1144;434;Libya;2005;Tourist/visitor arrivals (thousands);THS;;81;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;81
1145;434;Libya;1995;Tourism expenditure (millions of US dollars);;;4;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4;
1146;434;Libya;2005;Tourism expenditure (millions of US dollars);;;301;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;301;
1147;434;Libya;2010;Tourism expenditure (millions of US dollars);;;170;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;170;
1148;438;Liechtenstein;2010;Tourist/visitor arrivals (thousands);TCE;;64;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;64
1149;438;Liechtenstein;2015;Tourist/visitor arrivals (thousands);TCE;;57;Excluding long term tourists on campgrounds and in holiday flats.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;57
1150;438;Liechtenstein;2016;Tourist/visitor arrivals (thousands);TCE;;69;Excluding long term tourists on campgrounds and in holiday flats.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;69
1151;438;Liechtenstein;2017;Tourist/visitor arrivals (thousands);TCE;;79;Excluding long term tourists on campgrounds and in holiday flats.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;79
1152;440;Lithuania;1995;Tourist/visitor arrivals (thousands);TF;;650;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;650
1153;440;Lithuania;2005;Tourist/visitor arrivals (thousands);TF;;2000;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2000
1154;440;Lithuania;2010;Tourist/visitor arrivals (thousands);TF;;1507;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1507
1155;440;Lithuania;2015;Tourist/visitor arrivals (thousands);TF;;2071;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2071
1156;440;Lithuania;2016;Tourist/visitor arrivals (thousands);TF;;2296;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2296
1157;440;Lithuania;2017;Tourist/visitor arrivals (thousands);TF;;2523;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2523
1158;440;Lithuania;1995;Tourism expenditure (millions of US dollars);;;102;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;102;
1159;440;Lithuania;2005;Tourism expenditure (millions of US dollars);;;920;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;920;
1160;440;Lithuania;2010;Tourism expenditure (millions of US dollars);;;958;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;958;
1161;440;Lithuania;2015;Tourism expenditure (millions of US dollars);;;1153;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1153;
1162;440;Lithuania;2016;Tourism expenditure (millions of US dollars);;;1210;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1210;
1163;440;Lithuania;2017;Tourism expenditure (millions of US dollars);;;1306;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1306;
1164;442;Luxembourg;1995;Tourist/visitor arrivals (thousands);TCE;;768;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;768
1165;442;Luxembourg;2005;Tourist/visitor arrivals (thousands);TCE;;913;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;913
1166;442;Luxembourg;2010;Tourist/visitor arrivals (thousands);TCE;;805;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;805
1167;442;Luxembourg;2015;Tourist/visitor arrivals (thousands);TCE;;1090;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1090
1168;442;Luxembourg;2016;Tourist/visitor arrivals (thousands);TCE;;1054;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1054
1169;442;Luxembourg;2017;Tourist/visitor arrivals (thousands);TCE;;1046;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1046
1170;442;Luxembourg;2005;Tourism expenditure (millions of US dollars);;;3770;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3770;
1171;442;Luxembourg;2010;Tourism expenditure (millions of US dollars);;;4519;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4519;
1172;442;Luxembourg;2015;Tourism expenditure (millions of US dollars);;;4760;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4760;
1173;442;Luxembourg;2016;Tourism expenditure (millions of US dollars);;;4764;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4764;
1174;442;Luxembourg;2017;Tourism expenditure (millions of US dollars);;;4980;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4980;
1175;450;Madagascar;1995;Tourist/visitor arrivals (thousands);TF;;75;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;75
1176;450;Madagascar;2005;Tourist/visitor arrivals (thousands);TF;;277;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;277
1177;450;Madagascar;2010;Tourist/visitor arrivals (thousands);TF;;196;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;196
1178;450;Madagascar;2015;Tourist/visitor arrivals (thousands);TF;;244;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;244
1179;450;Madagascar;2016;Tourist/visitor arrivals (thousands);TF;;293;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;293
1180;450;Madagascar;2017;Tourist/visitor arrivals (thousands);TF;;255;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;255
1181;450;Madagascar;1995;Tourism expenditure (millions of US dollars);;;106;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;106;
1182;450;Madagascar;2005;Tourism expenditure (millions of US dollars);;;275;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;275;
1183;450;Madagascar;2010;Tourism expenditure (millions of US dollars);;;425;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;425;
1184;450;Madagascar;2015;Tourism expenditure (millions of US dollars);;;696;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;696;
1185;450;Madagascar;2016;Tourism expenditure (millions of US dollars);;;913;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;913;
1186;450;Madagascar;2017;Tourism expenditure (millions of US dollars);;;849;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;849;
1187;454;Malawi;1995;Tourist/visitor arrivals (thousands);TF;;192;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;192
1188;454;Malawi;2005;Tourist/visitor arrivals (thousands);TF;;438;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;438
1189;454;Malawi;2010;Tourist/visitor arrivals (thousands);TF;;746;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;746
1190;454;Malawi;2015;Tourist/visitor arrivals (thousands);TF;;805;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;805
1191;454;Malawi;2016;Tourist/visitor arrivals (thousands);TF;;849;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;849
1192;454;Malawi;2017;Tourist/visitor arrivals (thousands);TF;;837;Departures.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;837
1193;454;Malawi;1995;Tourism expenditure (millions of US dollars);;;22;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;22;
1194;454;Malawi;2005;Tourism expenditure (millions of US dollars);;;48;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;48;
1195;454;Malawi;2010;Tourism expenditure (millions of US dollars);;;45;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;45;
1196;454;Malawi;2015;Tourism expenditure (millions of US dollars);;;39;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;39;
1197;454;Malawi;2016;Tourism expenditure (millions of US dollars);;;30;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;30;
1198;454;Malawi;2017;Tourism expenditure (millions of US dollars);;;35;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;35;
1199;458;Malaysia;1995;Tourist/visitor arrivals (thousands);TF;;7469;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7469
1200;458;Malaysia;2005;Tourist/visitor arrivals (thousands);TF;;16431;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;16431
1201;458;Malaysia;2010;Tourist/visitor arrivals (thousands);TF;;24577;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;24577
1202;458;Malaysia;2015;Tourist/visitor arrivals (thousands);TF;;25721;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;25721
1203;458;Malaysia;2016;Tourist/visitor arrivals (thousands);TF;;26757;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26757
1204;458;Malaysia;2017;Tourist/visitor arrivals (thousands);TF;;25948;Including Singapore residents crossing the frontier by road through Johore Causeway.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;25948
1205;458;Malaysia;1995;Tourism expenditure (millions of US dollars);;;5044;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5044;
1206;458;Malaysia;2005;Tourism expenditure (millions of US dollars);;;10389;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;10389;
1207;458;Malaysia;2010;Tourism expenditure (millions of US dollars);;;18152;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;18152;
1208;458;Malaysia;2015;Tourism expenditure (millions of US dollars);;;17666;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;17666;
1209;458;Malaysia;2016;Tourism expenditure (millions of US dollars);;;18085;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;18085;
1210;458;Malaysia;2017;Tourism expenditure (millions of US dollars);;;18352;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;18352;
1211;462;Maldives;1995;Tourist/visitor arrivals (thousands);TF;;315;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;315
1212;462;Maldives;2005;Tourist/visitor arrivals (thousands);TF;;395;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;395
1213;462;Maldives;2010;Tourist/visitor arrivals (thousands);TF;;792;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;792
1214;462;Maldives;2015;Tourist/visitor arrivals (thousands);TF;;1234;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1234
1215;462;Maldives;2016;Tourist/visitor arrivals (thousands);TF;;1286;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1286
1216;462;Maldives;2017;Tourist/visitor arrivals (thousands);TF;;1390;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1390
1217;462;Maldives;2015;Tourism expenditure (millions of US dollars);;;2691;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2691;
1218;462;Maldives;2016;Tourism expenditure (millions of US dollars);;;2640;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2640;
1219;462;Maldives;2017;Tourism expenditure (millions of US dollars);;;2886;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2886;
1220;466;Mali;2010;Tourist/visitor arrivals (thousands);TF;;169;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;169
1221;466;Mali;2015;Tourist/visitor arrivals (thousands);TF;;159;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;159
1222;466;Mali;2016;Tourist/visitor arrivals (thousands);TF;;173;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;173
1223;466;Mali;2017;Tourist/visitor arrivals (thousands);TF;;193;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;193
1224;466;Mali;1995;Tourism expenditure (millions of US dollars);;;26;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;26;
1225;466;Mali;2005;Tourism expenditure (millions of US dollars);;;149;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;149;
1226;466;Mali;2010;Tourism expenditure (millions of US dollars);;;208;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;208;
1227;470;Malta;1995;Tourist/visitor arrivals (thousands);TF;;1116;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1116
1228;470;Malta;2005;Tourist/visitor arrivals (thousands);TF;;1171;Departures by air and by sea.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1171
1229;470;Malta;2010;Tourist/visitor arrivals (thousands);TF;;1339;Departures by air and by sea.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1339
1230;470;Malta;2015;Tourist/visitor arrivals (thousands);TF;;1783;Departures by air and by sea.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1783
1231;470;Malta;2016;Tourist/visitor arrivals (thousands);TF;;1966;Departures by air and by sea.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1966
