;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
1232;470;Malta;2017;Tourist/visitor arrivals (thousands);TF;;2274;Departures by air and by sea.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2274
1233;470;Malta;1995;Tourism expenditure (millions of US dollars);;;656;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;656;
1234;470;Malta;2005;Tourism expenditure (millions of US dollars);;;755;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;755;
1235;470;Malta;2010;Tourism expenditure (millions of US dollars);;;1066;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1066;
1236;470;Malta;2015;Tourism expenditure (millions of US dollars);;;1381;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1381;
1237;470;Malta;2016;Tourism expenditure (millions of US dollars);;;1451;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1451;
1238;470;Malta;2017;Tourism expenditure (millions of US dollars);;;1746;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1746;
1239;584;Marshall Islands;1995;Tourist/visitor arrivals (thousands);TF;;6;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6
1240;584;Marshall Islands;2005;Tourist/visitor arrivals (thousands);TF;;9;Air and sea arrivals.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;9
1241;584;Marshall Islands;2010;Tourist/visitor arrivals (thousands);TF;;5;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;5
1242;584;Marshall Islands;2015;Tourist/visitor arrivals (thousands);TF;;6;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6
1243;584;Marshall Islands;2016;Tourist/visitor arrivals (thousands);TF;;5;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;5
1244;584;Marshall Islands;2017;Tourist/visitor arrivals (thousands);TF;;6;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6
1245;584;Marshall Islands;1995;Tourism expenditure (millions of US dollars);;;3;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3;
1246;584;Marshall Islands;2005;Tourism expenditure (millions of US dollars);;;4;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4;
1247;584;Marshall Islands;2010;Tourism expenditure (millions of US dollars);;;4;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4;
1248;584;Marshall Islands;2015;Tourism expenditure (millions of US dollars);;;5;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5;
1249;584;Marshall Islands;2016;Tourism expenditure (millions of US dollars);;;30;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;30;
1250;474;Martinique;1995;Tourist/visitor arrivals (thousands);TF;;457;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;457
1251;474;Martinique;2005;Tourist/visitor arrivals (thousands);TF;;484;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;484
1252;474;Martinique;2010;Tourist/visitor arrivals (thousands);TF;;478;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;478
1253;474;Martinique;2015;Tourist/visitor arrivals (thousands);TF;;487;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;487
1254;474;Martinique;2016;Tourist/visitor arrivals (thousands);TF;;519;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;519
1255;474;Martinique;2017;Tourist/visitor arrivals (thousands);TF;;536;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;536
1256;474;Martinique;1995;Tourism expenditure (millions of US dollars);;;384;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;384;
1257;474;Martinique;2005;Tourism expenditure (millions of US dollars);;;280;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;280;
1258;474;Martinique;2010;Tourism expenditure (millions of US dollars);;;472;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;472;
1259;474;Martinique;2015;Tourism expenditure (millions of US dollars);;;340;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;340;
1260;474;Martinique;2016;Tourism expenditure (millions of US dollars);;;365;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;365;
1261;474;Martinique;2017;Tourism expenditure (millions of US dollars);;;490;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;490;
1262;478;Mauritania;2015;Tourism expenditure (millions of US dollars);;;31;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;31;
1263;478;Mauritania;2016;Tourism expenditure (millions of US dollars);;;33;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;33;
1264;478;Mauritania;2017;Tourism expenditure (millions of US dollars);;;24;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;24;
1265;480;Mauritius;1995;Tourist/visitor arrivals (thousands);TF;;422;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;422
1266;480;Mauritius;2005;Tourist/visitor arrivals (thousands);TF;;761;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;761
1267;480;Mauritius;2010;Tourist/visitor arrivals (thousands);TF;;935;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;935
1268;480;Mauritius;2015;Tourist/visitor arrivals (thousands);TF;;1151;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1151
1269;480;Mauritius;2016;Tourist/visitor arrivals (thousands);TF;;1275;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1275
1270;480;Mauritius;2017;Tourist/visitor arrivals (thousands);TF;;1342;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1342
1271;480;Mauritius;1995;Tourism expenditure (millions of US dollars);;;616;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;616;
1272;480;Mauritius;2005;Tourism expenditure (millions of US dollars);;;1189;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1189;
1273;480;Mauritius;2010;Tourism expenditure (millions of US dollars);;;1585;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1585;
1274;480;Mauritius;2015;Tourism expenditure (millions of US dollars);;;1680;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1680;
1275;480;Mauritius;2016;Tourism expenditure (millions of US dollars);;;1824;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1824;
1276;480;Mauritius;2017;Tourism expenditure (millions of US dollars);;;2005;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2005;
1277;484;Mexico;1995;Tourist/visitor arrivals (thousands);TF;;20241;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;20241
1278;484;Mexico;2005;Tourist/visitor arrivals (thousands);TF;;21915;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;21915
1279;484;Mexico;2010;Tourist/visitor arrivals (thousands);TF;;23290;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;23290
1280;484;Mexico;2015;Tourist/visitor arrivals (thousands);TF;;32093;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;32093
1281;484;Mexico;2016;Tourist/visitor arrivals (thousands);TF;;35079;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;35079
1282;484;Mexico;2017;Tourist/visitor arrivals (thousands);TF;;39291;"Estimate.;Including nationals residing abroad.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;39291
1283;484;Mexico;1995;Tourism expenditure (millions of US dollars);;;6847;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;6847;
1284;484;Mexico;2005;Tourism expenditure (millions of US dollars);;;12801;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;12801;
1285;484;Mexico;2010;Tourism expenditure (millions of US dollars);;;12628;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;12628;
1286;484;Mexico;2015;Tourism expenditure (millions of US dollars);;;18729;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;18729;
1287;484;Mexico;2016;Tourism expenditure (millions of US dollars);;;20619;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;20619;
1288;484;Mexico;2017;Tourism expenditure (millions of US dollars);;;22467;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;22467;
1289;583;Micronesia (Fed. States of);2005;Tourist/visitor arrivals (thousands);TF;;19;"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;19
1290;583;Micronesia (Fed. States of);2010;Tourist/visitor arrivals (thousands);TF;;45;"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;45
1291;583;Micronesia (Fed. States of);2015;Tourist/visitor arrivals (thousands);TF;;31;"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;31
1292;583;Micronesia (Fed. States of);2016;Tourist/visitor arrivals (thousands);TF;;30;"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;30
1293;583;Micronesia (Fed. States of);2005;Tourism expenditure (millions of US dollars);;;21;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;21;
1294;583;Micronesia (Fed. States of);2010;Tourism expenditure (millions of US dollars);;;24;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;24;
1295;583;Micronesia (Fed. States of);2015;Tourism expenditure (millions of US dollars);;;25;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;25;
1296;492;Monaco;1995;Tourist/visitor arrivals (thousands);THS;;233;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;233
1297;492;Monaco;2005;Tourist/visitor arrivals (thousands);THS;;286;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;286
1298;492;Monaco;2010;Tourist/visitor arrivals (thousands);THS;;279;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;279
1299;492;Monaco;2015;Tourist/visitor arrivals (thousands);THS;;331;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;331
1300;492;Monaco;2016;Tourist/visitor arrivals (thousands);THS;;336;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;336
1301;492;Monaco;2017;Tourist/visitor arrivals (thousands);THS;;355;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;355
1302;496;Mongolia;2005;Tourist/visitor arrivals (thousands);TF;;339;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;339
1303;496;Mongolia;2010;Tourist/visitor arrivals (thousands);TF;;456;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;456
1304;496;Mongolia;2015;Tourist/visitor arrivals (thousands);TF;;386;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;386
1305;496;Mongolia;2016;Tourist/visitor arrivals (thousands);TF;;404;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;404
1306;496;Mongolia;2017;Tourist/visitor arrivals (thousands);TF;;469;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;469
